#SHEETINFO | name=Vocabulary & Sentences,,,,,
bawić się,to play,"~#tts:nap:en-US{I like to play video games.}#~
Lubię grać w gry wideo.",,,~#ttsA:en-US#~
różowy,pink,"~#tts:nap:en-US{The color of the flower is pink.}#~
Kwiat jest różowy.",,,~#ttsA:en-US#~
niedźwiedź,bear,"~#tts:nap:en-US{He saw a bear in the forest.}#~
Widział niedźwiedzia w lesie.",,,~#ttsA:en-US#~
muzyka,music,"~#tts:nap:en-US{I love listening to music.}#~
Kocham słuchać muzyki.",,,~#ttsA:en-US#~
oko,eye,"~#tts:nap:en-US{She has blue eyes.}#~
Ma niebieskie oczy.",,,~#ttsA:en-US#~
rodzina,family,"~#tts:nap:en-US{My family is very important to me.}#~
Moja rodzina jest dla mnie bardzo ważna.",,,~#ttsA:en-US#~
całować,to kiss,"~#tts:nap:en-US{He kissed her on the cheek.}#~
Pocałował ją w policzek.",,,~#ttsA:en-US#~
butelka,bottle,"~#tts:nap:en-US{He drank a bottle of water.}#~
Wypił butelkę wody.",,,~#ttsA:en-US#~
dwa,two,"~#tts:nap:en-US{I have two children.}#~
Mam dwoje dzieci.",,,~#ttsA:en-US#~
widzieć,to see,"~#tts:nap:en-US{I can see the Eiffel Tower from here.}#~
Widzę wieżę Eiffla z tego miejsca.",,,~#ttsA:en-US#~
chmura,cloud,"~#tts:nap:en-US{The sky is full of clouds.}#~
Niebo jest pełne chmur.",,,~#ttsA:en-US#~
"ty
wy",you,"~#tts:nap:en-US{You all are invited to my party!}#~ ➟  (Wy) wszyscy jesteście zaproszeni na moją imprezę!

~#tts:nap:en-US{You are very kind.}#~
Jesteś bardzo miły.",,,~#ttsA:en-US#~
dzień,day,"~#tts:nap:en-US{Today is a sunny day.}#~
Dziś jest słoneczny dzień.",,,~#ttsA:en-US#~
"budynek mieszkalny, konstrukcja fizyczna",house,"~#tts:nap:en-US{home}#~

~#tts:nap:en-US{This is my house.}#~
To jest mój dom.",,,~#ttsA:en-US#~
słońce,sun,"~#tts:nap:en-US{The sun is shining brightly.}#~
Słońce świeci jasno.",,,~#ttsA:en-US#~
ogień,fire,"~#tts:nap:en-US{The fire destroyed the house.}#~
Pożar zniszczył dom.",,,~#ttsA:en-US#~
serce,heart,"~#tts:nap:en-US{My heart is broken.}#~
Mam złamane serce.",,,~#ttsA:en-US#~
czarny,black,"~#tts:nap:en-US{The sky is black.}#~
Niebo jest czarne.",,,~#ttsA:en-US#~
zielony,green,"~#tts:nap:en-US{The grass is green.}#~
Trawa jest zielona.",,,~#ttsA:en-US#~
"chory (potocznie, także w znaczeniu: „niedobrze mi”)",sick,"~#tts:nap:en-US{ill}#~

~#tts:nap:en-US{I'm sick}#~ ➟ Jestem chory

~#tts:nap:en-US{I feel sick.}#~
Czuję się chory.",,,~#ttsA:en-US#~
zegar,clock,"~#tts:nap:en-US{He looked at the clock.}#~
Spojrzał na zegar.",,,~#ttsA:en-US#~
kobieta,woman,"~#tts:nap:en-US{She is a strong woman.}#~
Jest silną kobietą.",,,~#ttsA:en-US#~
z,with,"~#tts:nap:en-US{I went to the party with my friends.}#~
Poszedłem na imprezę z przyjaciółmi.",,,~#ttsA:en-US#~
król,king,"~#tts:nap:en-US{The king is the ruler of the country.}#~
Król jest władcą kraju.",,,~#ttsA:en-US#~
matka,mother,"~#tts:nap:en-US{My mother is a kind woman.}#~
Moja matka jest miłą kobietą.",,,~#ttsA:en-US#~
brat,brother,"~#tts:nap:en-US{He is my brother.}#~
On jest moim bratem.",,,~#ttsA:en-US#~
dziadek,"grandpa, grandfather","~#tts:nap:en-US{My grandfather is very old.}#~
Mój dziadek jest bardzo stary.",,,~#ttsA:en-US#~
jeść,to eat,"~#tts:nap:en-US{I like to eat pizza.}#~
Lubię jeść pizzę.",,,~#ttsA:en-US#~
"mieć, posiadać",to have,"~#tts:nap:en-US{I have a dog.}#~
Mam psa.",,,~#ttsA:en-US#~
piosenka,song,"~#tts:nap:en-US{I like this song.}#~
Lubię tę piosenkę.",,,~#ttsA:en-US#~
dziecko,child,"~#tts:nap:en-US{kid}#~

~#tts:nap:en-US{He is a child.}#~
On jest dzieckiem.",,,~#ttsA:en-US#~
tata,dad,"~#tts:nap:en-US{He is my dad.}#~
On jest moim tatą.",,,~#ttsA:en-US#~
wiatr,wind,"~#tts:nap:en-US{The wind is very strong today.}#~
Wiatr jest dziś bardzo silny.",,,~#ttsA:en-US#~
szkoła,school,"~#tts:nap:en-US{I went to school from 9 to 3.}#~
Chodziłem do szkoły od 9 do 3.",,,~#ttsA:en-US#~
droga,road,"~#tts:nap:en-US{The road is long.}#~
Droga jest długa.",,,~#ttsA:en-US#~
babcia,"grandma, grandmother","~#tts:nap:en-US{My grandmother is a great cook.}#~
Moja babcia jest świetną kucharką.",,,~#ttsA:en-US#~
gdzie,where,"~#tts:nap:en-US{Where do you live?}#~
Gdzie mieszkasz?",,,~#ttsA:en-US#~
siostra,sister,"~#tts:nap:en-US{My sister is older than me.}#~
Moja siostra jest starsza ode mnie.",,,~#ttsA:en-US#~
"dom w sensie miejsca, gdzie się mieszka, czuje bezpieczeństwo",home,"~#tts:nap:en-US{house}#~

~#tts:nap:en-US{I'm going home.}#~
Idę do domu.",,,~#ttsA:en-US#~
dwanaście,twelve,"~#tts:nap:en-US{The number twelve is unlucky in some cultures.}#~
Liczba dwanaście jest pechowa w niektórych kulturach.",,,~#ttsA:en-US#~
"wszystko, wszystkie, każdy",all,"~#tts:nap:en-US{all of, everything}#~

~#tts:nap:en-US{I want it all!}#~ ➟ Chcę to wszystko!

~#tts:nap:en-US{All of us went to the party.}#~
Wszyscy poszliśmy na przyjęcie.",,,~#ttsA:en-US#~
"ruszać, poruszać",to move,"~#tts:nap:en-US{I'm moving to a new apartment.}#~
Przeprowadzam się do nowego mieszkania.",,,~#ttsA:en-US#~
siedem,seven,"~#tts:nap:en-US{Seven is my lucky number.}#~
Siedem jest moją szczęśliwą liczbą.",,,~#ttsA:en-US#~
nikt,"nobody
no one","~#tts:nap:en-US{Nobody knows the answer.}#~
Nikt nie zna odpowiedzi.",,,~#ttsA:en-US#~
czekać,to wait,"~#tts:nap:en-US{I am waiting for the bus.}#~
Czekam na autobus.",,,~#ttsA:en-US#~
zabawa,fun,"~#tts:nap:en-US{We had a lot of fun at the party.}#~
Mieliśmy dużo zabawy na przyjęciu.",,,~#ttsA:en-US#~
uśmiechać się,to smile,"~#tts:nap:en-US{She smiled at me and waved.}#~
Uśmiechnęła się do mnie i pomachała.",,,~#ttsA:en-US#~
cztery,four,"~#tts:nap:en-US{There are four people in my family.}#~
W mojej rodzinie są cztery osoby.",,,~#ttsA:en-US#~
żółty,yellow,"~#tts:nap:en-US{The sun is yellow.}#~
Słońce jest żółte.",,,~#ttsA:en-US#~
miłość,love,"~#tts:nap:en-US{I love you.}#~
Kocham cię.",,,~#ttsA:en-US#~
banan,banana,"~#tts:nap:en-US{Bananas are a good source of potassium.}#~
Banany są dobrym źródłem potasu.",,,~#ttsA:en-US#~
tęcza,rainbow,"~#tts:nap:en-US{I saw a rainbow after the rain.}#~
Widziałem tęczę po deszczu.",,,~#ttsA:en-US#~
króliczek,bunny,"🐇

~#tts:nap:en-US{rabbit, pet rabbit}#~

~#tts:nap:en-US{Rabbits are cute animals.}#~
Króliki to słodkie zwierzęta.",,,~#ttsA:en-US#~
nietoperz,bat,"🦇

~#tts:nap:en-US{Bats are nocturnal animals.}#~
Nietoperze są zwierzętami nocnymi.",,,~#ttsA:en-US#~
świnia,pig,"~#tts:nap:en-US{Pigs are farm animals.}#~
Świnie są zwierzętami gospodarskimi.",,,~#ttsA:en-US#~
lis,fox,"~#tts:nap:en-US{Foxes are cunning animals.}#~
Lisy są przebiegłymi zwierzętami.",,,~#ttsA:en-US#~
długopis,pen,"🖋️

~#tts:nap:en-US{I wrote the letter with a pen.}#~
Napisałem list długopisem.",,,~#ttsA:en-US#~
hot dog,hot dog,"~#tts:nap:en-US{Hot dogs are a popular fast food.}#~
Hot dogi to popularny fast food.",,,~#ttsA:en-US#~
balon,balloon,"~#tts:nap:en-US{I blew up a balloon.}#~
Napompowałem balon.",,,~#ttsA:en-US#~
robot,robot,"~#tts:nap:en-US{Robots are becoming more and more common.}#~
Roboty stają się coraz bardziej powszechne.",,,~#ttsA:en-US#~
smok,dragon,"🐉

~#tts:nap:en-US{Dragons are mythical creatures.}#~
Smoki to mityczne stworzenia.",,,~#ttsA:en-US#~
ja,I,"~#tts:nap:en-US{I am a student.}#~
Jestem studentem.",,,~#ttsA:en-US#~
ona,she,"~#tts:nap:en-US{She is a very kind person.}#~
Jest bardzo miłą osobą.",,,~#ttsA:en-US#~
Jestem z Polski.,I'm from Poland.,,,,"~#ttsA:en-US#~
~#no-swap#~"
klasa,class,"~#tts:nap:en-US{He is in the same class as me.}#~
Jest w tej samej klasie co ja.

~#tts:nap:en-US{I have a math class today.}#~
Mam dzisiaj lekcję matematyki.",,,~#ttsA:en-US#~
Do zobaczenia!,"Bye!
Bye now!
See you then.","~#tts:nap:en-US{Bye, see you tomorrow!}#~
Do zobaczenia, do jutra!

~#tts:nap:en-US{See you then at the party.}#~
Do zobaczenia na imprezie!",,,"~#ttsA:en-US#~
~#no-swap#~"
Pomocy!,Help!,,,,"~#ttsA:en-US#~
~#no-swap#~"
"nazwa, nazwisko, imię",name,"~#tts:nap:en-US{What is your name?}#~
Jak masz na imię?",,,~#ttsA:en-US#~
superbohater,superhero,"~#tts:nap:en-US{My favorite superhero is Batman.}#~
Moim ulubionym superbohaterem jest Batman.",,,~#ttsA:en-US#~
"plecak, torba",bag,"~#tts:nap:en-US{I have a heavy bag.}#~
Mam ciężką torbę.

~#tts:nap:en-US{He has a bag of chips.}#~
Ma paczkę chipsów.",,,~#ttsA:en-US#~
"świetny, świetnie",great,"~#tts:nap:en-US{You look great!}#~
Wyglądasz świetnie!

~#tts:nap:en-US{She's a great teacher.}#~
Jest świetną nauczycielką.",,,~#ttsA:en-US#~
buty,shoes,"~#tts:nap:en-US{I need new shoes.}#~
Potrzebuję nowych butów.",,,~#ttsA:en-US#~
"duży
(czesto z odcieniem ważny, znaczący, robiący wrażenie)",big,"~#tts:nap:en-US{The dog is very big.}#~
Pies jest bardzo duży.",,,~#ttsA:en-US#~
"fajny
chłodny",cool,"~#tts:nap:en-US{He is a cool guy.}#~
On jest fajny.

~#tts:nap:en-US{The weather is cool today.}#~
Dziś jest chłodno.",,,~#ttsA:en-US#~
"długi, długa, długo",long,"~#tts:nap:en-US{The river is very long.}#~
Rzeka jest bardzo długa.",,,~#ttsA:en-US#~
"nowy, nowa, nowe",new,"~#tts:nap:en-US{I bought a new car.}#~
Kupiłem nowy samochód.",,,~#ttsA:en-US#~
stary,old,"~#tts:nap:en-US{The house is very old.}#~
Dom jest bardzo stary.",,,~#ttsA:en-US#~
"krótki, krótko (długość, czas)
niski (wzrost osoby)",short,"~#tts:nap:en-US{low}#~

~#tts:nap:en-US{The skirt is very short.}#~
Spódnica jest bardzo krótka.

~#tts:nap:en-US{The movie is very short.}#~
Film jest bardzo krótki.",,,~#ttsA:en-US#~
mały,"small, little","~#tts:nap:en-US{The cat is very small.}#~
Kot jest bardzo mały.

~#tts:nap:en-US{I live in a small apartment.}#~
Mieszkam w małym mieszkaniu.",,,~#ttsA:en-US#~
"pudełko, skrzynka",box,"~#tts:nap:en-US{I put the present in a box.}#~
Włożyłem prezent do pudełka.",,,~#ttsA:en-US#~
chłopiec,boy,"~#tts:nap:en-US{The boy is playing in the park.}#~
Chłopiec bawi się w parku.",,,~#ttsA:en-US#~
"dziewczynka, dziewczyna",girl,"~#tts:nap:en-US{The girl is wearing a red dress.}#~
Dziewczynka ma na sobie czerwoną sukienkę.",,,~#ttsA:en-US#~
plecak,backpack,"~#tts:nap:en-US{I carry my books in a backpack.}#~
Noszę książki w plecaku.",,,~#ttsA:en-US#~
konsola do gier,games console,"~#tts:nap:en-US{I love playing games on my games console.}#~
Uwielbiam grać w gry na mojej konsoli do gier.",,,~#ttsA:en-US#~
Nie ma problemu.,No problem.,,,,"~#ttsA:en-US#~
~#no-swap#~"
zwierzę domowe,pet,"~#tts:nap:en-US{I have a dog as a pet.}#~
Mam psa jako zwierzaka domowego.",,,~#ttsA:en-US#~
Mam na imię (Adam).,My name's (Adam).,,,,"~#ttsA:en-US#~
~#no-swap#~"
Mam (11 lat).,I'm (11).,,,,"~#ttsA:en-US#~
~#no-swap#~"
Jestem z (Zielonej Góry).,I'm from (Zielona Góra).,,,,"~#ttsA:en-US#~
~#no-swap#~"
dzieci,children,"~#tts:nap:en-US{child}#~ ➟ dziecko (pojedyncze)

~#tts:nap:en-US{I have two children.}#~
Mam dwoje dzieci.",,,~#ttsA:en-US#~
kolor,"~#tts:en-GB{colour}#~ (GB)
~#tts:en-US{color}#~ (US)","~#tts:nap:en-US{The color of the sky is blue.}#~
Kolor nieba jest niebieski.",,,~#no-swap#~
rodzice,parents,"~#tts:nap:en-US{My parents love me very much.}#~
Moi rodzice bardzo mnie kochają.",,,~#ttsA:en-US#~
rower,"bike, bicycle","~#tts:nap:en-US{A bike is a two-wheeled vehicle.}#~
Rower to dwukołowy pojazd.",,,"~#ttsA:en-US#~
~#no-swap#~"
wanna,"tub, bath, bathtub","~#tts:nap:en-US{I'm taking a bath.}#~
Biorę kąpiel.

~#tts:nap:en-US{A bathtub is used for taking baths.}#~
Wanna służy do kąpieli.",,,~#ttsA:en-US#~
łóżko,bed,"~#tts:nap:en-US{There's a comfortable bed in the guest room.}#~
W pokoju gościnnym jest wygodne łóżko.",,,~#ttsA:en-US#~
krzesło,chair,"~#tts:nap:en-US{Please sit on the chair.}#~
Proszę usiądź na krześle.",,,~#ttsA:en-US#~
"biurko, stolik",desk,"~#tts:nap:en-US{I do my homework at my desk.}#~
Robię zadania domowe przy biurku.",,,~#ttsA:en-US#~
stół,table,"~#tts:nap:en-US{We eat at the table.}#~
Jemy przy stole.",,,~#ttsA:en-US#~
nic,nothing,"~#tts:nap:en-US{There is nothing in the box.}#~
W pudełku nic nie ma.

~#tts:nap:en-US{There is nothing to see here.}#~
Nie ma tu nic do zobaczenia.",,,~#ttsA:en-US#~
my,we,"~#tts:nap:en-US{We are going to the party tonight.}#~
Idziemy dziś wieczorem na imprezę.",,,~#ttsA:en-US#~
miejsce,place,"~#tts:nap:en-US{This is a nice place to live.}#~
To jest miłe miejsce do życia.",,,~#ttsA:en-US#~
książka,book,"~#tts:nap:en-US{I'm reading a book.}#~
Czytam książkę.",,,~#ttsA:en-US#~
"karton, pudełko",carton,"~#tts:nap:en-US{I put the milk in a carton.}#~
Włożyłem mleko do kartonu.",,,~#ttsA:en-US#~
kuchenny stół,kitchen table,"~#tts:nap:en-US{We eat at the kitchen table.}#~
Jemy przy kuchennym stole.",,,~#ttsA:en-US#~
mleko,milk,"~#tts:nap:en-US{I drink milk every day.}#~
Piję mleko codziennie.",,,~#ttsA:en-US#~
sok pomarańczowy,orange juice,"~#tts:nap:en-US{I like to drink orange juice.}#~
Lubię pić sok pomarańczowy.",,,~#ttsA:en-US#~
"telefon

telefon komórkowy","phone

mobile phone
cellphone
smartphone","~#tts:nap:en-US{I can't live without my mobile phone.}#~
Nie mogę żyć bez mojego telefonu komórkowego.

~#tts:nap:en-US{A smartphone is a mobile phone with advanced features.}#~
Smartfon to telefon komórkowy z zaawansowanymi funkcjami.

~#tts:nap:en-US{I need to charge my phone.}#~
Muszę naładować telefon.

~#tts:nap:en-US{My cellphone is broken.}#~
Mój telefon komórkowy jest zepsuty.",,,~#ttsA:en-US#~
zły,bad,"~#tts:nap:en-US{That's a bad idea.}#~
To zły pomysł.

~#tts:nap:en-US{The food was bad.}#~
Jedzenie było niedobre.",,,~#ttsA:en-US#~
"tylko, jedynie, wyłącznie",only,"~#tts:nap:en-US{just, mere}#~

~#tts:nap:en-US{I only have one apple.}#~
Mam tylko jedno jabłko.

~#tts:nap:en-US{He is only a child.}#~
Jest tylko dzieckiem.",,,~#ttsA:en-US#~
ulica,street,"~#tts:nap:en-US{I live on a quiet street.}#~
Mieszkam na spokojnej ulicy.",,,~#ttsA:en-US#~
drzewo,tree,"~#tts:nap:en-US{The tree is very tall.}#~
Drzewo jest bardzo wysokie.",,,~#ttsA:en-US#~
Dziękuję.,Thank you.,,,,"~#ttsA:en-US#~
~#no-swap#~"
lody,ice cream,"🍦
~#tts:nap:en-US{I would like a scoop of ice cream.}#~
Chciałbym gałkę lodów.

~#tts:nap:en-US{I like to eat ice cream in the summer.}#~
Lubię jeść lody latem.",,,~#ttsA:en-US#~
kanapka,sandwich,"~#tts:nap:en-US{I made a sandwich for lunch.}#~
Zrobiłem kanapkę na lunch.",,,~#ttsA:en-US#~
dywan,carpet,"~#tts:nap:en-US{rug}#~

~#tts:nap:en-US{The carpet is red.}#~
Dywan jest czerwony.",,,~#ttsA:en-US#~
lampa,lamp,"~#tts:nap:en-US{I turned on the lamp.}#~
Włączyłem lampę.",,,~#ttsA:en-US#~
"sen, marzenie",dream,"~#tts:nap:en-US{I had a strange dream last night.}#~
Miałem dziwny sen wczoraj wieczorem.",,,~#ttsA:en-US#~
łazienka,bathroom,"~#tts:nap:en-US{I need to go to the bathroom.}#~
Muszę iść do łazienki.

~#tts:nap:en-US{He went to the bathroom.}#~
Poszedł do łazienki.",,,~#ttsA:en-US#~
sypialnia,bedroom,"~#tts:nap:en-US{I'm going to bed now.}#~
Idę teraz spać.",,,~#ttsA:en-US#~
drzwi,door,"~#tts:nap:en-US{Please close the door.}#~
Proszę zamknij drzwi.",,,~#ttsA:en-US#~
ogród,garden,"~#tts:nap:en-US{I like to play in the garden.}#~
Lubię bawić się w ogrodzie.",,,~#ttsA:en-US#~
ołówek,pencil,"✏️

~#tts:nap:en-US{I drew a picture with a pencil.}#~
Narysowałem obrazek ołówkiem.",,,~#ttsA:en-US#~
kuchnia,kitchen,"~#tts:nap:en-US{I'm cooking dinner in the kitchen.}#~
Gotuję obiad w kuchni.",,,~#ttsA:en-US#~
ściana,wall,"~#tts:nap:en-US{There is a picture on the wall.}#~
Na ścianie jest obraz.",,,~#ttsA:en-US#~
okno,window,"~#tts:nap:en-US{Please open the window.}#~
Proszę otwórz okno.",,,~#ttsA:en-US#~
uszy,ears,"~#tts:nap:en-US{I have big ears.}#~
Mam duże uszy.",,,~#ttsA:en-US#~
oczy,eyes,"~#tts:nap:en-US{She has blue eyes.}#~
Ona ma niebieskie oczy.",,,~#ttsA:en-US#~
"usta, jama ustna
wargi","mouth
lips","~#tts:nap:en-US{I put the candy in my mouth.}#~
Włożyłem cukierka do ust.",,,"~#ttsA:en-US#~
~#no-swap#~"
nos,nose,"~#tts:nap:en-US{I have a runny nose.}#~
Mam katar.",,,~#ttsA:en-US#~
zęby,teeth,"~#tts:nap:en-US{I brush my teeth twice a day.}#~
Myję zęby dwa razy dziennie.",,,~#ttsA:en-US#~
"ciemne, ciemno",dark,"~#tts:nap:en-US{His hair is dark.}#~
Jego włosy są ciemne.

~#tts:nap:en-US{It is dark outside.}#~
Na zewnątrz jest ciemno.",,,~#ttsA:en-US#~
"czerwony

rude (włosy)",red,"~#tts:nap:en-US{Her hair is red.}#~
Jej włosy są rude.",,,~#ttsA:en-US#~
"ciało, organizm",body,"~#tts:nap:en-US{flesh}#~

~#tts:nap:en-US{I need to exercise more.}#~
Muszę więcej ćwiczyć.",,,~#ttsA:en-US#~
palec (u ręki),finger,"~#tts:nap:en-US{I cut my finger.}#~
Skaleczyłem się w palec.",,,~#ttsA:en-US#~
stopa,foot,"~#tts:nap:en-US{My foot hurts.}#~
Boli mnie stopa.",,,~#ttsA:en-US#~
ręka,hand,"~#tts:nap:en-US{I shook his hand.}#~
Podaliśmy sobie rękę.",,,~#ttsA:en-US#~
głowa,head,"~#tts:nap:en-US{My head hurts.}#~
Boli mnie głowa.",,,~#ttsA:en-US#~
"Pomóż mi, proszę!","Help me, please!",,,,"~#ttsA:en-US#~
~#no-swap#~"
bohater,hero,"~#tts:nap:en-US{He is a superhero.}#~
On jest superbohaterem.

~#tts:nap:en-US{He is a war hero.}#~
On jest bohaterem wojennym.",,,~#ttsA:en-US#~
"miły, miła, miłe",nice,"~#tts:nap:en-US{She is a nice girl.}#~
Ona jest miłą dziewczyną.

~#tts:nap:en-US{She is a very nice person.}#~
Jest bardzo miłą osobą.",,,~#ttsA:en-US#~
zawsze,always,"~#tts:nap:en-US{I always do my homework.}#~
Zawsze robię zadania domowe.

~#tts:nap:en-US{He is always on time.}#~
Jest zawsze punktualny.",,,~#ttsA:en-US#~
"dowcip, żart",joke,"~#tts:nap:en-US{He told a funny joke.}#~
Opowiedział zabawny żart.",,,~#ttsA:en-US#~
pokój,room,"~#tts:nap:en-US{I need to clean my room.}#~
Muszę posprzątać swój pokój.",,,~#ttsA:en-US#~
"powiedzieć, mówić",to say,"~#tts:nap:en-US{to speak, to tell}#~

~#tts:nap:en-US{He said he would be late.}#~
Powiedział, że będzie spóźniony.

~#tts:nap:en-US{I want to say something.}#~
Chcę coś powiedzieć.",,,~#ttsA:en-US#~
gotować,to cook,"~#tts:nap:en-US{I like to cook.}#~
Lubię gotować.",,,~#ttsA:en-US#~
latać,to fly,"~#tts:nap:en-US{I want to learn to fly a plane.}#~
Chcę nauczyć się latać samolotem.",,,~#ttsA:en-US#~
czytać,to read,"~#tts:nap:en-US{I like to read books.}#~
Lubię czytać książki.",,,~#ttsA:en-US#~
jeździć,to ride,"~#tts:nap:en-US{I like to ride a bike.}#~
Lubię jeździć na rowerze.",,,~#ttsA:en-US#~
biegać,to run,"~#tts:nap:en-US{I like to run in the park.}#~
Lubię biegać w parku.",,,~#ttsA:en-US#~
śpiewać,to sing,"~#tts:nap:en-US{I like to sing.}#~
Lubię śpiewać.",,,~#ttsA:en-US#~
pływać,to swim,"~#tts:nap:en-US{I like to swim.}#~
Lubię pływać.",,,~#ttsA:en-US#~
pisać,to write,"~#tts:nap:en-US{I like to write stories.}#~
Lubię pisać historie.

~#tts:nap:en-US{I am writing a letter to my friend.}#~
Piszę list do przyjaciela.",,,~#ttsA:en-US#~
uczyć się,to learn,"~#tts:nap:en-US{I want to learn to play the guitar.}#~
Chcę nauczyć się grać na gitarze.

~#tts:nap:en-US{I'm trying to learn Spanish.}#~
Próbuję nauczyć się hiszpańskiego.",,,~#ttsA:en-US#~
grać w gry komputerowe,to play computer games,"~#tts:nap:en-US{I like to play computer games.}#~
Lubię grać w gry komputerowe.",,,~#ttsA:en-US#~
grać w piłkę nożną,to play football,"~#tts:nap:en-US{I like to play football.}#~
Lubię grać w piłkę nożną.",,,~#ttsA:en-US#~
grać na pianinie,to play the piano,"~#tts:nap:en-US{I like to play the piano.}#~
Lubię grać na pianinie.",,,~#ttsA:en-US#~
jeździć na rowerze,"to ride a bike
to cycle","~#tts:nap:en-US{I like to ride a bike.}#~
Lubię jeździć na rowerze.

~#tts:nap:en-US{I like to cycle to work when the weather is good.}#~
Lubię jeździć do pracy na rowerze, gdy jest ładna pogoda.",,,"~#ttsA:en-US#~
~#no-swap#~"
jeździć konno,to ride a horse,"~#tts:nap:en-US{I want to learn to ride a horse.}#~
Chcę nauczyć się jeździć konno.",,,~#ttsA:en-US#~
łódź,boat,"~#tts:nap:en-US{We went for a boat ride.}#~
Pojechaliśmy na wycieczkę łódką.",,,~#ttsA:en-US#~
"szybki (prędkość, ruch, tempo)",fast,"~#tts:nap:en-US{quick, rapid, swift}#~

~#tts:nap:en-US{He is a fast runner.}#~
On jest szybkim biegaczem.",,,~#ttsA:en-US#~
kto,who,"~#tts:nap:en-US{Who is that?}#~
Kto to jest?

~#tts:nap:en-US{Who is your favorite person?}#~
Kto jest twoją ulubioną osobą?",,,~#ttsA:en-US#~
piłka,ball,"~#tts:nap:en-US{I have a soccer ball.}#~
Mam piłkę nożną.

~#tts:nap:en-US{He kicked the ball.}#~
Kopnął piłkę.",,,~#ttsA:en-US#~
gra,game,"~#tts:nap:en-US{Let's play a game.}#~
Zagrajmy w grę.",,,~#ttsA:en-US#~
teraz,now,"~#tts:nap:en-US{I'm going to bed now.}#~
Idę teraz spać.

~#tts:nap:en-US{Now is the time to act.}#~
Teraz jest czas na działanie.",,,~#ttsA:en-US#~
malować,to paint,"~#tts:nap:en-US{I like to paint.}#~
Lubię malować.",,,~#ttsA:en-US#~
gwiazda,star,"~#tts:nap:en-US{He is a famous movie star.}#~
On jest słynną gwiazdą filmową.",,,~#ttsA:en-US#~
dzisiaj,today,"~#tts:nap:en-US{Today is a beautiful day.}#~
Dziś jest piękny dzień.",,,~#ttsA:en-US#~
